timestamp,quat_w,quat_x,quat_y,quat_z,gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z
0.0014756630002921156,-0.5549574494361877,0.007235947530716658,-0.00201543141156435,-0.8318448066711426,-5.0334041588939726e-05,-6.792890781071037e-05,6.02317632001359e-05,-0.14004077017307281,-0.04589372128248215,9.808893203735352
0.004304255000079138,-0.5549573302268982,0.007235890254378319,-0.0020152730867266655,-0.8318448662757874,-5.0331254897173494e-05,-6.792647764086723e-05,6.0226266214158386e-05,-0.1400381177663803,-0.045895662158727646,9.808893203735352
0.006604615000014746,-0.5549572706222534,0.007235861383378506,-0.002015193924307823,-0.8318449258804321,-5.0329865189269185e-05,-6.792526255594566e-05,6.0223515902180225e-05,-0.14003679156303406,-0.045896630734205246,9.808893203735352
0.008691001000443066,-0.5549572706222534,0.007235832512378693,-0.002015114761888981,-0.8318449854850769,-5.032847184338607e-05,-6.792405474698171e-05,6.022077286615968e-05,2.123788595199585,0.6438323259353638,15.903575897216797
0.010872623000068415,-0.5549412965774536,0.0072619919665157795,-0.002019501756876707,-0.8318553566932678,-0.011004260741174221,0.024151774123311043,0.019023459404706955,2.118384599685669,0.6372856497764587,15.957954406738281
0.013212917000146263,-0.5549094080924988,0.007314723916351795,-0.002028506016358733,-0.8318761587142944,-0.022046534344553947,0.04877598211169243,0.037996433675289154,3.1414270401000977,0.5625061392784119,15.139314651489258
0.015319090000048163,-0.5548651814460754,0.00738790538161993,-0.0020402506925165653,-0.831904947757721,-0.03122088313102722,0.06727379560470581,0.052727412432432175,3.8881969451904297,0.603215754032135,14.443191528320312
0.017395718000443594,-0.554811954498291,0.007476438768208027,-0.002051184419542551,-0.831939697265625,-0.04049265384674072,0.07957040518522263,0.06347561627626419,4.368772983551025,0.9308956861495972,14.063983917236328
0.020698181000170734,-0.5546828508377075,0.007684536278247833,-0.0020280536264181137,-0.8320239186286926,-0.07808025181293488,0.07763289660215378,0.08078034222126007,5.211254119873047,1.2796027660369873,13.468676567077637
0.023020361000362755,-0.554609477519989,0.007796274032443762,-0.0019816183485090733,-0.8320719003677368,-0.10127529501914978,0.06699170172214508,0.08704735338687897,5.425120830535889,1.404002070426941,13.353732109069824
